date,total_withdrawals_cop,transaction_count,day_of_week,is_weekend,is_holiday,is_payday,is_month_end,days_to_payday,trend,special_event
2025-07-02,171039890877,534157,2,0,0,0,0,13,0.5013698630136987,0
2025-07-03,136794914054,494424,3,0,0,0,0,12,0.5027397260273972,0
2025-07-04,178828258741,582891,4,0,0,0,0,11,0.5041095890410959,0
2025-07-05,211811281488,645587,5,1,0,0,0,10,0.5054794520547945,0
2025-07-06,135045068466,495914,6,1,0,0,0,9,0.5068493150684932,0
2025-07-07,176506367428,603962,0,0,0,0,0,8,0.5082191780821917,0
2025-07-08,179960588414,604754,1,0,0,0,0,7,0.5095890410958904,0
2025-07-09,169609583859,592154,2,0,0,0,0,6,0.510958904109589,0
2025-07-10,127326291689,560564,3,0,0,0,0,5,0.5123287671232877,0
2025-07-11,206517293130,692394,4,0,0,0,0,4,0.5136986301369864,0
2025-07-12,141018072174,588912,5,1,0,0,0,3,0.5150684931506849,0
2025-07-13,88228607620,406075,6,1,0,0,0,2,0.5164383561643836,0
2025-07-14,194619332476,617327,0,0,0,0,0,1,0.5178082191780822,0
2025-07-15,174678532882,570631,1,0,0,1,0,0,0.5191780821917809,0
2025-07-16,191024226931,600258,2,0,0,0,0,15,0.5205479452054794,0
2025-07-17,151278408209,596866,3,0,0,0,0,14,0.5219178082191781,0
2025-07-18,116335719733,489916,4,0,0,0,0,13,0.5232876712328767,0
2025-07-19,148097891259,532403,5,1,0,0,0,12,0.5246575342465754,0
2025-07-20,82595388683,339208,6,1,1,0,0,11,0.5260273972602739,0
2025-07-21,138060456377,500886,0,0,0,0,0,10,0.5273972602739726,0
2025-07-22,184676242627,583674,1,0,0,0,0,9,0.5287671232876713,0
2025-07-23,149140896930,576419,2,0,0,0,0,8,0.5301369863013699,0
2025-07-24,149658504178,547213,3,0,0,0,0,7,0.5315068493150685,0
2025-07-25,121548062625,499679,4,0,0,0,0,6,0.5328767123287671,0
2025-07-26,143707669147,475247,5,1,0,0,0,5,0.5342465753424658,0
2025-07-27,119985011103,497828,6,1,0,0,0,4,0.5356164383561643,0
2025-07-28,128548510043,516536,0,0,0,0,0,3,0.536986301369863,0
2025-07-29,158479185975,584672,1,0,0,0,0,2,0.5383561643835616,0
2025-07-30,168978229341,637895,2,0,0,0,0,1,0.5397260273972603,0
2025-07-31,153964890961,605449,3,0,0,1,1,0,0.541095890410959,0
2025-08-01,215260842188,642213,4,0,0,0,0,14,0.5424657534246575,1
2025-08-02,180829633376,636862,5,1,0,0,0,13,0.5438356164383562,0
2025-08-03,121581177469,519039,6,1,0,0,0,12,0.5452054794520548,0
2025-08-04,103553050405,505229,0,0,0,0,0,11,0.5465753424657535,0
2025-08-05,137769181751,552383,1,0,0,0,0,10,0.547945205479452,0
2025-08-06,147190239310,560198,2,0,0,0,0,9,0.5493150684931507,0
2025-08-07,110805028284,458693,3,0,1,0,0,8,0.5506849315068493,0
2025-08-08,178226215761,552182,4,0,0,0,0,7,0.552054794520548,0
2025-08-09,177188719504,628133,5,1,0,0,0,6,0.5534246575342465,0
2025-08-10,134935939386,483552,6,1,0,0,0,5,0.5547945205479452,0
2025-08-11,147504523724,533734,0,0,0,0,0,4,0.5561643835616439,0
2025-08-12,169595202221,603376,1,0,0,0,0,3,0.5575342465753425,0
2025-08-13,121439476220,451713,2,0,0,0,0,2,0.5589041095890411,0
2025-08-14,124400647990,471635,3,0,0,0,0,1,0.5602739726027397,0
2025-08-15,175898200067,525869,4,0,0,1,0,0,0.5616438356164384,0
2025-08-16,106476329827,511895,5,1,0,0,0,15,0.563013698630137,0
2025-08-17,85554462665,465164,6,1,0,0,0,14,0.5643835616438356,0
2025-08-18,118322371059,460661,0,0,1,0,0,13,0.5657534246575342,0
2025-08-19,153590591849,547063,1,0,0,0,0,12,0.5671232876712329,0
2025-08-20,165106907320,560249,2,0,0,0,0,11,0.5684931506849316,0
2025-08-21,163600330659,586278,3,0,0,0,0,10,0.5698630136986301,0
2025-08-22,169783758818,640873,4,0,0,0,0,9,0.5712328767123288,0
2025-08-23,193181434056,596257,5,1,0,0,0,8,0.5726027397260274,0
2025-08-24,151396494157,555757,6,1,0,0,0,7,0.5739726027397261,0
2025-08-25,152987809342,543914,0,0,0,0,0,6,0.5753424657534246,0
2025-08-26,84531818475,269955,1,0,0,0,0,5,0.5767123287671233,0
2025-08-27,146667438119,521003,2,0,0,0,0,4,0.5780821917808219,0
2025-08-28,114148615191,462790,3,0,0,0,0,3,0.5794520547945206,0
2025-08-29,158782192305,526709,4,0,0,0,0,2,0.5808219178082191,0
2025-08-30,185431373482,632917,5,1,0,0,0,1,0.5821917808219178,0
2025-08-31,144498994910,594982,6,1,0,1,1,0,0.5835616438356165,0
2025-09-01,214264799843,660610,0,0,0,0,0,14,0.584931506849315,1
2025-09-02,102473310103,516342,1,0,0,0,0,13,0.5863013698630137,0
2025-09-03,130404730190,575554,2,0,0,0,0,12,0.5876712328767123,0
2025-09-04,111016337040,488725,3,0,0,0,0,11,0.589041095890411,0
2025-09-05,160631438004,602836,4,0,0,0,0,10,0.5904109589041096,0
2025-09-06,168106168105,598782,5,1,0,0,0,9,0.5917808219178082,0
2025-09-07,83245239380,417868,6,1,0,0,0,8,0.5931506849315068,0
2025-09-08,143691894257,590297,0,0,0,0,0,7,0.5945205479452055,0
2025-09-09,135376170457,536144,1,0,0,0,0,6,0.5958904109589042,0
2025-09-10,187377451341,529188,2,0,0,0,0,5,0.5972602739726027,0
2025-09-11,157237077734,487308,3,0,0,0,0,4,0.5986301369863014,0
2025-09-12,144322667769,544092,4,0,0,0,0,3,0.6,0
2025-09-13,174554661368,629265,5,1,0,0,0,2,0.6013698630136987,0
2025-09-14,103273183992,491789,6,1,0,0,0,1,0.6027397260273972,0
2025-09-15,126747240249,594550,0,0,0,1,0,0,0.6041095890410959,0
2025-09-16,175833594059,632326,1,0,0,0,0,14,0.6054794520547945,0
2025-09-17,149946852140,621974,2,0,0,0,0,13,0.6068493150684932,0
2025-09-18,137448196245,522588,3,0,0,0,0,12,0.6082191780821918,0
2025-09-19,113198034679,501292,4,0,0,0,0,11,0.6095890410958904,0
2025-09-20,175291901688,664131,5,1,0,0,0,10,0.6109589041095891,0
2025-09-21,120530624633,485384,6,1,0,0,0,9,0.6123287671232877,0
2025-09-22,173292596925,599431,0,0,0,0,0,8,0.6136986301369863,0
2025-09-23,173994002376,586582,1,0,0,0,0,7,0.6150684931506849,0
2025-09-24,126809629155,549339,2,0,0,0,0,6,0.6164383561643836,0
2025-09-25,163192306982,556149,3,0,0,0,0,5,0.6178082191780822,0
2025-09-26,171978418005,679652,4,0,0,0,0,4,0.6191780821917808,0
2025-09-27,225149625239,719197,5,1,0,0,0,3,0.6205479452054794,1
2025-09-28,122857962364,503434,6,1,0,0,0,2,0.6219178082191781,0
2025-09-29,127962661593,552636,0,0,0,0,0,1,0.6232876712328768,0
2025-09-30,184515602103,677915,1,0,0,1,1,0,0.6246575342465753,0
2025-10-01,150104629969,523409,2,0,0,0,0,14,0.626027397260274,0
2025-10-02,160426113589,560614,3,0,0,0,0,13,0.6273972602739726,0
2025-10-03,154296042183,559826,4,0,0,0,0,12,0.6287671232876713,0
2025-10-04,208620225918,604725,5,1,0,0,0,11,0.6301369863013698,0
2025-10-05,123219270207,449174,6,1,0,0,0,10,0.6315068493150685,0
2025-10-06,121996362107,453114,0,0,0,0,0,9,0.6328767123287671,0
2025-10-07,138268716797,447665,1,0,0,0,0,8,0.6342465753424658,0
2025-10-08,164524302612,485290,2,0,0,0,0,7,0.6356164383561644,0
2025-10-09,165470461154,501759,3,0,0,0,0,6,0.636986301369863,0
2025-10-10,130800709217,546325,4,0,0,0,0,5,0.6383561643835617,0
2025-10-11,179169595671,690647,5,1,0,0,0,4,0.6397260273972603,0
2025-10-12,154197847183,533931,6,1,0,0,0,3,0.6410958904109589,0
2025-10-13,93850894653,386380,0,0,1,0,0,2,0.6424657534246575,0
2025-10-14,135513318541,567563,1,0,0,0,0,1,0.6438356164383562,0
2025-10-15,142988028803,550970,2,0,0,1,0,0,0.6452054794520548,0
2025-10-16,154697232521,550767,3,0,0,0,0,15,0.6465753424657534,0
2025-10-17,158472427474,570491,4,0,0,0,0,14,0.647945205479452,0
2025-10-18,167334516410,620882,5,1,0,0,0,13,0.6493150684931507,0
2025-10-19,106224805942,470768,6,1,0,0,0,12,0.6506849315068494,0
2025-10-20,147655116608,579386,0,0,0,0,0,11,0.6520547945205479,0
2025-10-21,125543582447,493780,1,0,0,0,0,10,0.6534246575342466,0
2025-10-22,189819199369,539858,2,0,0,0,0,9,0.6547945205479452,0
2025-10-23,179105619113,645721,3,0,0,0,0,8,0.6561643835616439,0
2025-10-24,178389845979,572398,4,0,0,0,0,7,0.6575342465753424,0
2025-10-25,182995030955,663969,5,1,0,0,0,6,0.6589041095890411,0
2025-10-26,117699861497,489595,6,1,0,0,0,5,0.6602739726027397,0
2025-10-27,141996299027,556397,0,0,0,0,0,4,0.6616438356164384,0
2025-10-28,106277639375,547528,1,0,0,0,0,3,0.663013698630137,0
2025-10-29,122591348903,531275,2,0,0,0,0,2,0.6643835616438356,0
2025-10-30,111368319673,530446,3,0,0,0,0,1,0.6657534246575343,0
2025-10-31,134449656732,652807,4,0,0,1,1,0,0.6671232876712329,0
2025-11-01,143223874366,570190,5,1,0,0,0,14,0.6684931506849315,0
2025-11-02,152783406929,535271,6,1,0,0,0,13,0.6698630136986301,0
2025-11-03,129106992327,464325,0,0,1,0,0,12,0.6712328767123288,0
2025-11-04,187207170357,568496,1,0,0,0,0,11,0.6726027397260274,0
2025-11-05,152730817921,525650,2,0,0,0,0,10,0.673972602739726,0
2025-11-06,160091114919,544747,3,0,0,0,0,9,0.6753424657534246,0
2025-11-07,137486205345,545543,4,0,0,0,0,8,0.6767123287671233,0
2025-11-08,199053535978,637628,5,1,0,0,0,7,0.678082191780822,0
2025-11-09,108782877325,405556,6,1,0,0,0,6,0.6794520547945205,0
2025-11-10,133636811967,512788,0,0,0,0,0,5,0.6808219178082192,0
2025-11-11,137673722436,451735,1,0,0,0,0,4,0.6821917808219178,0
2025-11-12,138300328283,466951,2,0,0,0,0,3,0.6835616438356165,0
2025-11-13,147682954784,587605,3,0,0,0,0,2,0.684931506849315,0
2025-11-14,148479419416,606341,4,0,0,0,0,1,0.6863013698630137,0
2025-11-15,147140062210,583029,5,1,0,1,0,0,0.6876712328767123,0
2025-11-16,113206009292,453525,6,1,0,0,0,14,0.689041095890411,0
2025-11-17,90384596201,310146,0,0,1,0,0,13,0.6904109589041096,0
2025-11-18,135480029403,523421,1,0,0,0,0,12,0.6917808219178082,0
2025-11-19,183100404746,657084,2,0,0,0,0,11,0.6931506849315069,0
2025-11-20,156599999830,543848,3,0,0,0,0,10,0.6945205479452055,0
2025-11-21,162248925037,532873,4,0,0,0,0,9,0.6958904109589041,0
2025-11-22,214149213326,612726,5,1,0,0,0,8,0.6972602739726027,1
2025-11-23,119099687225,417376,6,1,0,0,0,7,0.6986301369863014,0
2025-11-24,127167867621,514610,0,0,0,0,0,6,0.7,0
2025-11-25,191215992112,555268,1,0,0,0,0,5,0.7013698630136986,0
2025-11-26,139452557280,535369,2,0,0,0,0,4,0.7027397260273973,0
2025-11-27,170294031558,560613,3,0,0,0,0,3,0.7041095890410959,0
2025-11-28,165584960487,578537,4,0,0,0,0,2,0.7054794520547946,0
2025-11-29,174888248978,623484,5,1,0,0,0,1,0.7068493150684931,0
2025-11-30,96355145281,496507,6,1,0,1,1,0,0.7082191780821918,0
2025-12-01,202061512205,606120,0,0,0,0,0,14,0.7095890410958904,0
2025-12-02,187085130405,662893,1,0,0,0,0,13,0.7109589041095891,0
2025-12-03,187173521648,497414,2,0,0,0,0,12,0.7123287671232876,0
2025-12-04,188075271658,486415,3,0,0,0,0,11,0.7136986301369863,0
2025-12-05,197563763207,634941,4,0,0,0,0,10,0.7150684931506849,0
2025-12-06,216355672548,583820,5,1,0,0,0,9,0.7164383561643836,1
2025-12-07,151485330199,552472,6,1,0,0,0,8,0.7178082191780822,0
2025-12-08,129314490203,410262,0,0,1,0,0,7,0.7191780821917808,0
2025-12-09,238941260344,628697,1,0,0,0,0,6,0.7205479452054795,1
2025-12-10,185355735468,551449,2,0,0,0,0,5,0.7219178082191781,0
2025-12-11,214223921099,540936,3,0,0,0,0,4,0.7232876712328767,1
2025-12-12,209927243266,646619,4,0,0,0,0,3,0.7246575342465753,0
2025-12-13,230539801153,574708,5,1,0,0,0,2,0.726027397260274,1
2025-12-14,136628753804,448954,6,1,0,0,0,1,0.7273972602739726,0
2025-12-15,203218433802,543290,0,0,0,1,0,0,0.7287671232876712,0
2025-12-16,205936126256,624813,1,0,0,0,0,15,0.7301369863013699,0
2025-12-17,157411256874,468200,2,0,0,0,0,14,0.7315068493150685,0
2025-12-18,180883436603,558980,3,0,0,0,0,13,0.7328767123287672,0
2025-12-19,167462548497,539316,4,0,0,0,0,12,0.7342465753424657,0
2025-12-20,253812362794,655417,5,1,0,0,0,11,0.7356164383561644,1
2025-12-21,124981453844,384805,6,1,0,0,0,10,0.736986301369863,0
2025-12-22,181811130172,496291,0,0,0,0,0,9,0.7383561643835617,0
2025-12-23,194818969054,471524,1,0,0,0,0,8,0.7397260273972602,0
2025-12-24,200610147094,504473,2,0,0,0,0,7,0.7410958904109589,0
2025-12-25,84813317241,270217,3,0,1,0,0,6,0.7424657534246575,0
2025-12-26,201398871688,557657,4,0,0,0,0,5,0.7438356164383562,0
2025-12-27,192973979916,580503,5,1,0,0,0,4,0.7452054794520548,0
2025-12-28,146299504516,483473,6,1,0,0,0,3,0.7465753424657534,0
2025-12-29,172880722308,543877,0,0,0,0,0,2,0.7479452054794521,0
2025-12-30,229904694597,550932,1,0,0,0,0,1,0.7493150684931507,1
2025-12-31,229883917900,649231,2,0,0,1,1,0,0.7506849315068493,1
2026-01-01,68774142031,267625,3,0,1,0,0,14,0.7520547945205479,0
2026-01-02,176105390400,555008,4,0,0,0,0,13,0.7534246575342466,0
2026-01-03,121111264676,567662,5,1,0,0,0,12,0.7547945205479452,0
2026-01-04,84194335601,458263,6,1,0,0,0,11,0.7561643835616438,0
2026-01-05,173248820031,575051,0,0,0,0,0,10,0.7575342465753425,0
2026-01-06,141815940542,501904,1,0,0,0,0,9,0.7589041095890411,0
2026-01-07,135316342365,482243,2,0,0,0,0,8,0.7602739726027398,0
2026-01-08,99658230851,448446,3,0,0,0,0,7,0.7616438356164383,0
2026-01-09,129697328124,467869,4,0,0,0,0,6,0.763013698630137,0
2026-01-10,172055259472,480039,5,1,0,0,0,5,0.7643835616438356,0
2026-01-11,109505335260,410650,6,1,0,0,0,4,0.7657534246575343,0
2026-01-12,108585012287,386351,0,0,1,0,0,3,0.7671232876712328,0
2026-01-13,138691925744,521089,1,0,0,0,0,2,0.7684931506849315,0
2026-01-14,129500677776,498233,2,0,0,0,0,1,0.7698630136986301,0
2026-01-15,93572815408,474802,3,0,0,1,0,0,0.7712328767123288,0
2026-01-16,172842708864,602181,4,0,0,0,0,15,0.7726027397260274,0
2026-01-17,183787432224,576560,5,1,0,0,0,14,0.773972602739726,0
2026-01-18,86708423395,439942,6,1,0,0,0,13,0.7753424657534247,0
2026-01-19,116188235340,457471,0,0,0,0,0,12,0.7767123287671233,0
2026-01-20,128630619521,530838,1,0,0,0,0,11,0.7780821917808219,0
2026-01-21,121854038284,504340,2,0,0,0,0,10,0.7794520547945205,0
2026-01-22,111634309887,418373,3,0,0,0,0,9,0.7808219178082192,0
2026-01-23,107194912115,512632,4,0,0,0,0,8,0.7821917808219178,0
2026-01-24,172210572895,553334,5,1,0,0,0,7,0.7835616438356164,0
2026-01-25,108889525021,410213,6,1,0,0,0,6,0.7849315068493151,0
2026-01-26,132473321015,494335,0,0,0,0,0,5,0.7863013698630137,0
2026-01-27,87022373715,439634,1,0,0,0,0,4,0.7876712328767124,0
2026-01-28,133880620102,555591,2,0,0,0,0,3,0.7890410958904109,0
2026-01-29,163115983762,535103,3,0,0,0,0,2,0.7904109589041096,0
2026-01-30,102298280309,549432,4,0,0,0,0,1,0.7917808219178082,0
2026-01-31,173951074478,625261,5,1,0,1,1,0,0.7931506849315069,0
2026-02-01,86148756080,399286,6,1,0,0,0,14,0.7945205479452054,0
2026-02-02,154133374020,492680,0,0,0,0,0,13,0.7958904109589041,0
2026-02-03,143291601242,535790,1,0,0,0,0,12,0.7972602739726027,0
2026-02-04,144443815626,487488,2,0,0,0,0,11,0.7986301369863014,0
2026-02-05,163089007272,557014,3,0,0,0,0,10,0.8,0
2026-02-06,232976778049,661999,4,0,0,0,0,9,0.8013698630136986,1
2026-02-07,153785039206,525832,5,1,0,0,0,8,0.8027397260273973,0
2026-02-08,118131641070,448995,6,1,0,0,0,7,0.8041095890410959,0
2026-02-09,126798014229,539964,0,0,0,0,0,6,0.8054794520547945,0
2026-02-10,209906074441,630141,1,0,0,0,0,5,0.8068493150684931,0
2026-02-11,123512897560,480192,2,0,0,0,0,4,0.8082191780821918,0
2026-02-12,137057803524,535094,3,0,0,0,0,3,0.8095890410958904,0
2026-02-13,188139081427,653111,4,0,0,0,0,2,0.810958904109589,0
2026-02-14,122128412001,500682,5,1,0,0,0,1,0.8123287671232877,0
2026-02-15,117971455068,455384,6,1,0,1,0,0,0.8136986301369863,0
2026-02-16,175455815345,549288,0,0,0,0,0,12,0.815068493150685,0
2026-02-17,158516794648,524556,1,0,0,0,0,11,0.8164383561643835,0
2026-02-18,132847161918,579010,2,0,0,0,0,10,0.8178082191780822,0
2026-02-19,144895584270,534746,3,0,0,0,0,9,0.8191780821917808,0
2026-02-20,148543817764,471493,4,0,0,0,0,8,0.8205479452054795,0
2026-02-21,143346871739,615390,5,1,0,0,0,7,0.821917808219178,0
2026-02-22,101261316790,460355,6,1,0,0,0,6,0.8232876712328767,0
2026-02-23,186723215191,589408,0,0,0,0,0,5,0.8246575342465754,0
2026-02-24,156745363919,519256,1,0,0,0,0,4,0.826027397260274,0
2026-02-25,151559700979,508636,2,0,0,0,0,3,0.8273972602739726,0
2026-02-26,184935665572,548852,3,0,0,0,0,2,0.8287671232876712,0
2026-02-27,183517721335,599661,4,0,0,0,0,1,0.8301369863013699,0
2026-02-28,198813915743,611827,5,1,0,1,1,0,0.8315068493150685,0
2026-03-01,144984510252,432525,6,1,0,0,0,14,0.8328767123287671,0
2026-03-02,161275471738,576538,0,0,0,0,0,13,0.8342465753424657,0
2026-03-03,132168839106,499111,1,0,0,0,0,12,0.8356164383561644,0
2026-03-04,164730792591,550975,2,0,0,0,0,11,0.836986301369863,0
2026-03-05,132531425940,456302,3,0,0,0,0,10,0.8383561643835616,0
2026-03-06,158675303850,583672,4,0,0,0,0,9,0.8397260273972603,0
2026-03-07,144140817340,545416,5,1,0,0,0,8,0.8410958904109589,0
2026-03-08,138974750866,429539,6,1,0,0,0,7,0.8424657534246576,0
2026-03-09,168157381887,562728,0,0,0,0,0,6,0.8438356164383561,0
2026-03-10,150436452234,562310,1,0,0,0,0,5,0.8452054794520548,0
2026-03-11,161144817608,509736,2,0,0,0,0,4,0.8465753424657534,0
2026-03-12,161376663241,591718,3,0,0,0,0,3,0.8479452054794521,0
2026-03-13,151874461393,538878,4,0,0,0,0,2,0.8493150684931506,0
2026-03-14,190216674842,589809,5,1,0,0,0,1,0.8506849315068493,0
2026-03-15,113024023491,527188,6,1,0,1,0,0,0.852054794520548,0
2026-03-16,161863582708,539212,0,0,0,0,0,15,0.8534246575342466,0
2026-03-17,207213908040,573677,1,0,0,0,0,14,0.8547945205479452,0
2026-03-18,154727469084,513646,2,0,0,0,0,13,0.8561643835616438,0
2026-03-19,133191991654,503974,3,0,0,0,0,12,0.8575342465753425,0
2026-03-20,172225297522,629948,4,0,0,0,0,11,0.8589041095890411,0
2026-03-21,153350252535,533031,5,1,0,0,0,10,0.8602739726027397,0
2026-03-22,93660057339,380148,6,1,0,0,0,9,0.8616438356164383,0
2026-03-23,133373464865,484337,0,0,1,0,0,8,0.863013698630137,0
2026-03-24,220968364738,676611,1,0,0,0,0,7,0.8643835616438356,1
2026-03-25,117644853826,519870,2,0,0,0,0,6,0.8657534246575342,0
2026-03-26,132184342044,432133,3,0,0,0,0,5,0.8671232876712329,0
2026-03-27,151790180860,545452,4,0,0,0,0,4,0.8684931506849315,0
2026-03-28,181501536754,572960,5,1,0,0,0,3,0.8698630136986302,0
2026-03-29,105052703163,477295,6,1,0,0,0,2,0.8712328767123287,0
2026-03-30,173710815392,518594,0,0,0,0,0,1,0.8726027397260274,0
2026-03-31,219683734986,648533,1,0,0,1,1,0,0.873972602739726,1
2026-04-01,189327047184,593271,2,0,0,0,0,14,0.8753424657534247,0
2026-04-02,85617998204,376873,3,0,1,0,0,13,0.8767123287671232,0
2026-04-03,153204784576,477154,4,0,1,0,0,12,0.8780821917808219,0
2026-04-04,221772807781,696758,5,1,0,0,0,11,0.8794520547945206,1
2026-04-05,101489278934,493110,6,1,0,0,0,10,0.8808219178082192,0
2026-04-06,147922443023,512706,0,0,0,0,0,9,0.8821917808219178,0
2026-04-07,167373341778,543307,1,0,0,0,0,8,0.8835616438356164,0
2026-04-08,174100165069,569427,2,0,0,0,0,7,0.8849315068493151,0
2026-04-09,125483366578,441844,3,0,0,0,0,6,0.8863013698630137,0
2026-04-10,172370765272,569434,4,0,0,0,0,5,0.8876712328767123,0
2026-04-11,203021123093,567442,5,1,0,0,0,4,0.8890410958904109,0
2026-04-12,165875806053,566352,6,1,0,0,0,3,0.8904109589041096,0
2026-04-13,98942658382,520470,0,0,0,0,0,2,0.8917808219178082,0
2026-04-14,179983523017,632953,1,0,0,0,0,1,0.8931506849315068,0
2026-04-15,144951041328,515110,2,0,0,1,0,0,0.8945205479452055,0
2026-04-16,130900356049,595107,3,0,0,0,0,14,0.8958904109589041,0
2026-04-17,171015982030,577262,4,0,0,0,0,13,0.8972602739726028,0
2026-04-18,189808488688,542111,5,1,0,0,0,12,0.8986301369863013,0
2026-04-19,109709979748,493348,6,1,0,0,0,11,0.9,0
2026-04-20,177101461821,586461,0,0,0,0,0,10,0.9013698630136986,0
2026-04-21,140810849239,534303,1,0,0,0,0,9,0.9027397260273973,0
2026-04-22,120905347251,457389,2,0,0,0,0,8,0.9041095890410958,0
2026-04-23,171607745993,522536,3,0,0,0,0,7,0.9054794520547945,0
2026-04-24,141417592251,515558,4,0,0,0,0,6,0.9068493150684932,0
2026-04-25,183475346843,569990,5,1,0,0,0,5,0.9082191780821918,0
2026-04-26,95736493257,482029,6,1,0,0,0,4,0.9095890410958904,0
2026-04-27,159203880540,447590,0,0,0,0,0,3,0.910958904109589,0
2026-04-28,149555948148,470316,1,0,0,0,0,2,0.9123287671232877,0
2026-04-29,158566094766,562959,2,0,0,0,0,1,0.9136986301369863,0
2026-04-30,162377665691,543629,3,0,0,1,1,0,0.915068493150685,0
2026-05-01,91198250695,373537,4,0,1,0,0,14,0.9164383561643835,0
2026-05-02,235329306785,674681,5,1,0,0,0,13,0.9178082191780822,1
2026-05-03,126375973313,512574,6,1,0,0,0,12,0.9191780821917809,0
2026-05-04,144801620960,509780,0,0,0,0,0,11,0.9205479452054794,0
2026-05-05,139692614167,499818,1,0,0,0,0,10,0.9219178082191781,0
2026-05-06,160383425651,597716,2,0,0,0,0,9,0.9232876712328767,0
2026-05-07,168611206636,556177,3,0,0,0,0,8,0.9246575342465754,0
2026-05-08,212993365801,702108,4,0,0,0,0,7,0.9260273972602739,0
2026-05-09,207432132549,628845,5,1,0,0,0,6,0.9273972602739726,0
2026-05-10,132888188728,517767,6,1,0,0,0,5,0.9287671232876712,0
2026-05-11,166127625199,536597,0,0,0,0,0,4,0.9301369863013699,0
2026-05-12,171972452134,608699,1,0,0,0,0,3,0.9315068493150684,0
2026-05-13,215005964851,587174,2,0,0,0,0,2,0.9328767123287671,1
2026-05-14,136516530848,599969,3,0,0,0,0,1,0.9342465753424658,0
2026-05-15,198228507880,584071,4,0,0,1,0,0,0.9356164383561644,0
2026-05-16,224287497872,628762,5,1,0,0,0,15,0.936986301369863,1
2026-05-17,110596075553,478737,6,1,0,0,0,14,0.9383561643835616,0
2026-05-18,172840097699,466844,0,0,1,0,0,13,0.9397260273972603,0
2026-05-19,214623877832,643482,1,0,0,0,0,12,0.9410958904109589,1
2026-05-20,172166302943,532944,2,0,0,0,0,11,0.9424657534246575,0
2026-05-21,146069855587,518609,3,0,0,0,0,10,0.9438356164383561,0
2026-05-22,170943722951,594478,4,0,0,0,0,9,0.9452054794520548,0
2026-05-23,177275239214,592529,5,1,0,0,0,8,0.9465753424657535,0
2026-05-24,146556770125,543179,6,1,0,0,0,7,0.947945205479452,0
2026-05-25,148444476759,434377,0,0,0,0,0,6,0.9493150684931507,0
2026-05-26,160022545820,524830,1,0,0,0,0,5,0.9506849315068493,0
2026-05-27,133369064859,516755,2,0,0,0,0,4,0.952054794520548,0
2026-05-28,131810914011,426616,3,0,0,0,0,3,0.9534246575342465,0
2026-05-29,173393789262,527996,4,0,0,0,0,2,0.9547945205479452,0
2026-05-30,200926086342,606066,5,1,0,0,0,1,0.9561643835616438,0
2026-05-31,154735388575,550205,6,1,0,1,1,0,0.9575342465753425,0
2026-06-01,180150727645,616979,0,0,0,0,0,14,0.958904109589041,0
2026-06-02,154648263120,565385,1,0,0,0,0,13,0.9602739726027397,0
2026-06-03,132411258208,494439,2,0,0,0,0,12,0.9616438356164384,0
2026-06-04,122607262783,525940,3,0,0,0,0,11,0.963013698630137,0
2026-06-05,194616610885,620320,4,0,0,0,0,10,0.9643835616438357,0
2026-06-06,170104493000,541871,5,1,0,0,0,9,0.9657534246575342,0
2026-06-07,113584587641,450303,6,1,0,0,0,8,0.9671232876712329,0
2026-06-08,87537275651,448759,0,0,1,0,0,7,0.9684931506849315,0
2026-06-09,142839142961,544816,1,0,0,0,0,6,0.9698630136986301,0
2026-06-10,195917534684,576759,2,0,0,0,0,5,0.9712328767123287,0
2026-06-11,141150128904,528001,3,0,0,0,0,4,0.9726027397260274,0
2026-06-12,192083508321,602593,4,0,0,0,0,3,0.9739726027397261,0
2026-06-13,142538858907,538710,5,1,0,0,0,2,0.9753424657534246,0
2026-06-14,153245085038,489967,6,1,0,0,0,1,0.9767123287671233,0
2026-06-15,132194975282,444329,0,0,1,1,0,0,0.9780821917808219,0
2026-06-16,170860557515,534673,1,0,0,0,0,14,0.9794520547945206,0
2026-06-17,179635373765,468311,2,0,0,0,0,13,0.9808219178082191,0
2026-06-18,193022951523,561277,3,0,0,0,0,12,0.9821917808219178,0
2026-06-19,161794127419,548897,4,0,0,0,0,11,0.9835616438356164,0
2026-06-20,159363043546,539394,5,1,0,0,0,10,0.9849315068493151,0
2026-06-21,124822077558,486254,6,1,0,0,0,9,0.9863013698630136,0
2026-06-22,189308941477,588323,0,0,0,0,0,8,0.9876712328767123,0
2026-06-23,134919693570,441792,1,0,0,0,0,7,0.989041095890411,0
2026-06-24,134926758843,471590,2,0,0,0,0,6,0.9904109589041096,0
2026-06-25,166128558953,484740,3,0,0,0,0,5,0.9917808219178083,0
2026-06-26,193876322394,641338,4,0,0,0,0,4,0.9931506849315068,0
2026-06-27,247626937851,609158,5,1,0,0,0,3,0.9945205479452055,1
2026-06-28,141827132739,524373,6,1,0,0,0,2,0.9958904109589041,0
2026-06-29,141396870606,383435,0,0,1,0,0,1,0.9972602739726028,0
2026-06-30,176031430273,544878,1,0,0,1,1,0,0.9986301369863013,0
