date,total_withdrawals_cop,transaction_count,day_of_week,is_weekend,is_holiday,is_payday,is_month_end,days_to_payday,trend,special_event,month,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_std_7
2024-12-26,142467022416,466399,3,0,0,0,0,5,0.2438356164383561,0,12,65120544110.0,149342024744.0,145827777885.0,115096421485.0,145120128285.0,147234964354.57144,46789935332.91947
2024-12-27,143958034759,518846,4,0,0,0,0,4,0.2452054794520548,0,12,142467022416.0,150792351161.0,164443443536.0,129570259182.0,144137985095.2857,146994910392.5,46758690128.28633
2024-12-28,178644362132,592914,5,1,0,0,0,3,0.2465753424657534,0,12,143958034759.0,184849437859.0,172609494098.0,112221427998.0,143161654180.7143,145531666908.42856,46667850916.66848
2024-12-29,130261133866,447057,6,1,0,0,0,2,0.247945205479452,0,12,178644362132.0,99168492789.0,118256201601.0,102364847629.0,142275214791.14285,145962728910.85715,45794797170.07777
2024-12-30,168865191742,501468,0,0,0,0,0,1,0.2493150684931507,0,12,130261133866.0,189722953516.0,167505699099.0,131949529068.0,146717020659.2857,146820224072.64285,42290704002.5846
2024-12-31,182601793260,612807,1,0,0,1,1,0,0.2506849315068493,0,12,168865191742.0,176845093816.0,128459679146.0,186983705809.0,143737340405.85715,146917330690.0,39390996498.24735
2025-01-01,67922376388,242245,2,0,1,0,0,14,0.2520547945205479,0,1,182601793260.0,65120544110.0,148346307604.0,172740505218.0,144559726040.7143,150784624555.2857,40248171311.68351
2025-01-02,141413760564,510517,3,0,0,0,0,13,0.2534246575342466,0,1,67922376388.0,142467022416.0,149342024744.0,144396278435.0,144959987794.7143,145040058039.85715,39329950490.004005
2025-01-03,141066883433,470375,4,0,0,0,0,12,0.2547945205479452,0,1,141413760564.0,143958034759.0,150792351161.0,105523439065.0,144809521815.85715,144473753455.57144,39343090042.16165
2025-01-04,122130985316,431869,5,1,0,0,0,11,0.2561643835616438,0,1,141066883433.0,178644362132.0,184849437859.0,122333287618.0,144396500197.85715,143779077189.2857,39368685966.24338
2025-01-05,91380064638,351672,6,1,0,0,0,10,0.2575342465753424,0,1,122130985316.0,130261133866.0,99168492789.0,78538172320.0,136323160652.71428,139299187721.92856,36891611590.053116
2025-01-06,78815876519,401576,0,0,1,0,0,9,0.2589041095890411,0,1,91380064638.0,168865191742.0,189722953516.0,128864844224.0,130768722191.57143,138742871425.42856,40688076137.37034
2025-01-07,130768528645,525833,1,0,0,0,0,8,0.2602739726027397,0,1,78815876519.0,182601793260.0,176845093816.0,177886167643.0,117904534302.57143,130820937354.21428,40870655955.77
2025-01-08,98847531449,439410,2,0,0,0,0,7,0.2616438356164383,0,1,130768528645.0,67922376388.0,65120544110.0,139151300565.0,110499782214.71428,127529754127.71428,30600647239.855885
2025-01-09,103430202708,418602,3,0,0,0,0,6,0.2630136986301369,0,1,98847531449.0,141413760564.0,142467022416.0,145827777885.0,114917661509.14285,129938824651.92857,25181717997.196484
2025-01-10,125617017192,526378,4,0,0,0,0,5,0.2643835616438356,0,1,103430202708.0,141066883433.0,143958034759.0,164443443536.0,109491438958.28572,127150480387.07143,22466733682.362152
2025-01-11,114664653308,439310,5,1,0,0,0,4,0.2657534246575342,0,1,125617017192.0,122130985316.0,178644362132.0,172609494098.0,107284315209.57143,125840407703.71428,19396952282.192947
2025-01-12,101639723848,370711,6,1,0,0,0,3,0.2671232876712329,0,1,114664653308.0,91380064638.0,130261133866.0,118256201601.0,106217696351.28572,121270428502.0,18634790910.65089
2025-01-13,115592670970,464784,0,0,0,0,0,2,0.2684931506849315,0,1,101639723848.0,78815876519.0,168865191742.0,167505699099.0,107683361952.71428,119226042072.14285,17650769017.700638
2025-01-14,119971752424,441371,1,0,0,0,0,1,0.2698630136986301,0,1,115592670970.0,130768528645.0,182601793260.0,128459679146.0,112937189731.42857,115420862017.0,12283487500.596113
2025-01-15,116292695179,475708,2,0,0,1,0,0,0.2712328767123287,0,1,119971752424.0,98847531449.0,67922376388.0,148346307604.0,111394793128.42857,110947287671.57143,10166775176.37931
2025-01-16,114184483450,463790,3,0,0,0,0,15,0.2726027397260274,0,1,116292695179.0,103430202708.0,141413760564.0,149342024744.0,113886959375.57143,114402310442.35715,8595147134.123644
2025-01-17,123742180931,481860,4,0,0,0,0,14,0.273972602739726,0,1,114184483450.0,125617017192.0,141066883433.0,150792351161.0,115423285195.85715,112457362077.07143,7274178154.39119
2025-01-18,155340858276,552639,5,1,0,0,0,13,0.2753424657534246,0,1,123742180931.0,114664653308.0,122130985316.0,184849437859.0,115155451444.28572,111219883326.92857,6858956635.23928
2025-01-19,104333513168,408614,6,1,0,0,0,12,0.2767123287671232,0,1,155340858276.0,101639723848.0,91380064638.0,99168492789.0,120966337868.28572,113592017109.78572,16635969809.101257
2025-01-20,142299757450,467266,0,0,0,0,0,11,0.2780821917808219,0,1,104333513168.0,115592670970.0,78815876519.0,189722953516.0,121351164914.0,114517263433.35715,16138097543.6569
2025-01-21,100917694845,375158,1,0,0,0,0,10,0.2794520547945205,0,1,142299757450.0,119971752424.0,130768528645.0,176845093816.0,125166462982.57143,119051826357.0,17637162164.2271
2025-01-22,121191924199,449384,2,0,0,0,0,9,0.2808219178082192,0,1,100917694845.0,116292695179.0,98847531449.0,65120544110.0,122444454757.0,116919623942.71428,19897945338.59079
2025-01-23,85278896536,404900,3,0,0,0,0,8,0.2821917808219178,0,1,121191924199.0,114184483450.0,103430202708.0,142467022416.0,123144344617.0,118515651996.28572,19730961871.998596
2025-01-24,106442254400,418556,4,0,0,0,0,7,0.2835616438356164,0,1,85278896536.0,123742180931.0,125617017192.0,143958034759.0,119014975057.85715,117219130126.85715,24392677637.34552
2025-01-25,135013278210,454128,5,1,0,0,0,6,0.284931506849315,0,1,106442254400.0,155340858276.0,114664653308.0,178644362132.0,116543556982.0,115849504213.14285,24708257095.387012
2025-01-26,97882065648,395201,6,1,0,0,0,5,0.2863013698630137,0,1,135013278210.0,104333513168.0,101639723848.0,130261133866.0,113639616972.57143,117302977420.42857,20165390126.173096
2025-01-27,125503906523,480606,0,0,0,0,0,4,0.2876712328767123,0,1,97882065648.0,142299757450.0,115592670970.0,168865191742.0,112717981612.57143,117034573263.28572,20799073405.691193
2025-01-28,117049724522,407268,1,0,0,0,0,3,0.2890410958904109,0,1,125503906523.0,100917694845.0,119971752424.0,182601793260.0,110318574337.28572,117742518659.92857,17529532482.938473
2025-01-29,121538782508,455001,2,0,0,0,0,2,0.2904109589041095,0,1,117049724522.0,121191924199.0,116292695179.0,67922376388.0,112623150005.42857,117533802381.21428,17143810442.507126
2025-01-30,128574024523,459191,3,0,0,0,0,1,0.2917808219178082,0,1,121538782508.0,85278896536.0,114184483450.0,141413760564.0,112672701192.42857,117908522904.71428,17173180851.894516
2025-01-31,136833636202,513716,4,0,0,1,1,0,0.2931506849315068,0,1,128574024523.0,106442254400.0,123742180931.0,141066883433.0,118857719476.28572,118936347267.07143,12936764377.402187
2025-02-01,163029374430,617353,5,1,0,0,0,14,0.2945205479452055,0,2,136833636202.0,135013278210.0,155340858276.0,122130985316.0,123199345448.0,119871451215.0,13173211655.0978
2025-02-02,117098843433,485887,6,1,0,0,0,13,0.2958904109589041,0,2,163029374430.0,97882065648.0,104333513168.0,91380064638.0,127201644908.0,120420630940.28572,19899474140.829758
2025-02-03,92750328020,544043,0,0,0,0,0,12,0.2972602739726027,0,2,117098843433.0,125503906523.0,142299757450.0,78815876519.0,129946898877.28572,121332440244.92857,16153474139.525934
2025-02-04,139927439811,498762,1,0,0,0,0,11,0.2986301369863013,0,2,92750328020.0,117049724522.0,100917694845.0,130768528645.0,125267816234.0,117793195285.64285,21510448478.43312
2025-02-05,68116834716,465169,2,0,0,0,0,10,0.3,0,2,139927439811.0,121538782508.0,121191924199.0,98847531449.0,128536061275.28572,120579605640.35715,21789882648.235405
2025-02-06,94616032984,472021,3,0,0,0,0,9,0.3013698630136986,0,2,68116834716.0,128574024523.0,85278896536.0,103430202708.0,120904354447.85715,116788527820.14285,31734876448.264503
2025-02-07,147995793793,528161,4,0,0,0,0,8,0.3027397260273972,0,2,94616032984.0,136833636202.0,106442254400.0,125617017192.0,116053212799.42857,117455466137.85715,32939670303.939503
2025-02-08,160884914173,550754,5,1,0,0,0,7,0.3041095890410959,0,2,147995793793.0,163029374430.0,135013278210.0,114664653308.0,117647806741.0,120423576094.5,34353152822.957073
2025-02-09,80714212468,404255,6,1,0,0,0,6,0.3054794520547945,0,2,160884914173.0,117098843433.0,97882065648.0,101639723848.0,117341455275.71428,122271550091.85715,33887407857.73211
2025-02-10,118539032951,492138,0,0,0,0,0,5,0.3068493150684931,0,2,80714212468.0,92750328020.0,125503906523.0,115592670970.0,112143650852.14285,121045274864.71428,36611733836.99741
2025-02-11,162331901625,518915,1,0,0,0,0,4,0.3082191780821918,0,2,118539032951.0,139927439811.0,117049724522.0,119971752424.0,115827751556.57143,120547783895.28572,35619063442.26108
2025-02-12,150362590460,611908,2,0,0,0,0,3,0.3095890410958904,0,2,162331901625.0,68116834716.0,121538782508.0,116292695179.0,119028388958.57143,123782225116.92857,38992389266.35904
2025-02-13,181843994873,566077,3,0,0,0,0,2,0.310958904109589,0,2,150362590460.0,94616032984.0,128574024523.0,114184483450.0,130777782636.28572,125841068542.07143,33030154379.435543
2025-02-14,127678156721,479712,4,0,0,0,0,1,0.3123287671232876,0,2,181843994873.0,147995793793.0,136833636202.0,123742180931.0,143238920049.0,129646066424.21428,33563553807.01114
2025-02-15,163352623039,562764,5,1,0,1,0,0,0.3136986301369863,0,2,127678156721.0,160884914173.0,163029374430.0,155340858276.0,140336400467.2857,128992103604.14285,33959804752.61605
2025-02-16,117183735021,422312,6,1,0,0,0,12,0.3150684931506849,0,2,163352623039.0,80714212468.0,117098843433.0,104333513168.0,140688930305.2857,129015192790.5,34220474324.505455
2025-02-17,124495942380,464655,0,0,0,0,0,11,0.3164383561643835,0,2,117183735021.0,118539032951.0,92750328020.0,142299757450.0,145898862098.57144,129021256475.35715,25138844042.04101
2025-02-18,124430486712,525679,1,0,0,0,0,10,0.3178082191780822,0,2,124495942380.0,162331901625.0,139927439811.0,100917694845.0,146749849159.85715,131288800358.21428,24139263822.19899
2025-02-19,143349509897,555943,2,0,0,0,0,9,0.3191780821917808,0,2,124430486712.0,150362590460.0,68116834716.0,121191924199.0,141335361315.14285,130181875136.85715,24311729603.81741
2025-02-20,114825659214,454891,3,0,0,0,0,8,0.3205479452054794,0,2,143349509897.0,181843994873.0,94616032984.0,85278896536.0,140333492663.2857,135555637649.78572,24020480569.997665
2025-02-21,109613304643,491609,4,0,0,0,0,7,0.3219178082191781,0,2,114825659214.0,127678156721.0,147995793793.0,106442254400.0,130759444712.0,136999182380.5,17067473623.049742
2025-02-22,118742618035,442006,5,1,0,0,0,6,0.3232876712328767,0,2,109613304643.0,163352623039.0,160884914173.0,135013278210.0,128178751558.0,134257576012.64285,18880488161.45724
2025-02-23,94584551637,446098,6,1,0,0,0,5,0.3246575342465753,0,2,118742618035.0,117183735021.0,80714212468.0,97882065648.0,121805893700.28572,131247412002.78572,10850369880.554976
2025-02-24,130952149557,446168,0,0,0,0,0,4,0.3260273972602739,0,2,94584551637.0,124495942380.0,118539032951.0,125503906523.0,118577438931.14285,132238150514.85715,15016989438.434006
2025-02-25,132430478293,489378,1,0,0,0,0,3,0.3273972602739726,0,2,130952149557.0,124430486712.0,162331901625.0,117049724522.0,119499754242.14285,133124801701.0,15626952955.462683
2025-02-26,117404067018,464380,2,0,0,0,0,2,0.3287671232876712,0,2,132430478293.0,143349509897.0,150362590460.0,121538782508.0,120642610182.28572,130988985748.71428,16324616462.69286
2025-02-27,121640129732,485259,3,0,0,0,0,1,0.3301369863013698,0,2,117404067018.0,114825659214.0,181843994873.0,128574024523.0,116936118342.42857,128634805502.85715,12894940291.864443
2025-02-28,121212596306,442053,4,0,0,1,1,0,0.3315068493150685,0,2,121640129732.0,109613304643.0,127678156721.0,136833636202.0,117909614130.71428,124334529421.35715,12966088705.133057
2025-03-01,149653844100,501967,5,1,0,0,0,14,0.3328767123287671,0,3,121212596306.0,118742618035.0,163352623039.0,163029374430.0,119566655796.85715,123872703677.42857,12460451893.940659
2025-03-02,115713659514,564030,6,1,0,0,0,13,0.3342465753424657,0,3,149653844100.0,94584551637.0,117183735021.0,117098843433.0,123982545234.71428,122894219467.5,16830708409.884874
2025-03-03,101526374609,438485,0,0,0,0,0,12,0.3356164383561644,0,3,115713659514.0,130952149557.0,124495942380.0,92750328020.0,127000989217.14285,122789214074.14285,11832102436.711346
2025-03-04,142327875670,465590,1,0,0,0,0,11,0.336986301369863,0,3,101526374609.0,132430478293.0,124430486712.0,139927439811.0,122797307081.71428,121148530661.92857,14997997673.962355
2025-03-05,147149060165,590625,2,0,0,0,0,10,0.3383561643835616,0,3,142327875670.0,117404067018.0,143349509897.0,68116834716.0,124211220992.71428,122426915587.5,16453422436.94218
2025-03-06,130995891716,620636,3,0,0,0,0,9,0.3397260273972602,0,3,147149060165.0,121640129732.0,114825659214.0,94616032984.0,128460505728.0,122698312035.21428,18155361167.15154
2025-03-07,133038307950,472240,4,0,0,0,0,8,0.3410958904109589,0,3,130995891716.0,121212596306.0,109613304643.0,147995793793.0,129797043154.28572,123853328642.5,17912328910.54176
2025-03-08,157116046529,535349,5,1,0,0,0,7,0.3424657534246575,0,3,133038307950.0,149653844100.0,118742618035.0,160884914173.0,131486430532.0,125526543164.42857,17521149238.361485
2025-03-09,89885262302,471593,6,1,0,0,0,6,0.3438356164383561,0,3,157116046529.0,115713659514.0,94584551637.0,80714212468.0,132552459450.42857,128267502342.57143,18977229340.343906
2025-03-10,156898870513,576142,0,0,0,0,0,5,0.3452054794520548,0,3,89885262302.0,101526374609.0,130952149557.0,118539032951.0,128862688420.14285,127931838818.64285,24503248281.361637
2025-03-11,139212369511,473190,1,0,0,0,0,4,0.3465753424657534,0,3,156898870513.0,142327875670.0,132430478293.0,162331901625.0,136773044977.85715,129785176029.78572,23105527208.511753
2025-03-12,136682962742,498268,2,0,0,0,0,3,0.347945205479452,0,3,139212369511.0,147149060165.0,117404067018.0,150362590460.0,136327972669.42857,130269596831.07143,23010504340.920662
2025-03-13,145012506476,529205,3,0,0,0,0,2,0.3493150684931507,0,3,136682962742.0,130995891716.0,121640129732.0,181843994873.0,134832815894.71428,131646660811.35715,22525102615.523445
2025-03-14,122837538223,551461,4,0,0,0,0,1,0.3506849315068493,0,3,145012506476.0,133038307950.0,121212596306.0,127678156721.0,136835189431.85715,133316116293.07143,22749062624.428177
2025-03-15,165042709202,570052,5,1,0,1,0,0,0.3520547945205479,0,3,122837538223.0,157116046529.0,149653844100.0,163352623039.0,135377936613.71428,133432183572.85715,23351559304.41828
2025-03-16,110598777208,490761,6,1,0,0,0,15,0.3534246575342465,0,3,165042709202.0,89885262302.0,115713659514.0,117183735021.0,136510316995.57143,134531388223.0,24732735542.21794
2025-03-17,109826454087,439190,0,0,0,0,0,14,0.3547945205479452,0,3,110598777208.0,156898870513.0,101526374609.0,124495942380.0,139469390553.57144,134166039486.85715,18737078210.24278
2025-03-18,152774099547,510870,1,0,0,0,0,13,0.3561643835616438,0,3,109826454087.0,139212369511.0,142327875670.0,124430486712.0,132744759635.57143,134758902306.71428,19852963183.3737
2025-03-19,154782436579,499930,2,0,0,0,0,12,0.3575342465753424,0,3,152774099547.0,136682962742.0,147149060165.0,143349509897.0,134682149640.71428,135505061155.07143,21204995490.547977
2025-03-20,157375275183,507608,3,0,0,0,0,11,0.3589041095890411,0,3,154782436579.0,145012506476.0,130995891716.0,114825659214.0,137267788760.28572,136050302327.5,22550427109.27184
2025-03-21,157447448495,506838,4,0,0,0,0,10,0.3602739726027397,0,3,157375275183.0,122837538223.0,133038307950.0,109613304643.0,139033898575.57144,137934544003.7143,23712257475.299896
2025-03-22,160544192696,583320,5,1,0,0,0,9,0.3616438356164383,0,3,157447448495.0,165042709202.0,157116046529.0,118742618035.0,143978171471.57144,139678054042.64285,23378205014.227783
2025-03-23,123171880270,504524,6,1,0,0,0,8,0.363013698630137,0,3,160544192696.0,110598777208.0,89885262302.0,94584551637.0,143335526256.42856,139922921626.0,22756208593.946903
2025-03-24,118664044002,408728,0,0,1,0,0,7,0.3643835616438356,0,3,123171880270.0,109826454087.0,156898870513.0,130952149557.0,145131683836.7143,142300537195.14285,20080524496.225353
2025-03-25,148965430634,541437,1,0,0,0,0,6,0.3657534246575342,0,3,118664044002.0,152774099547.0,139212369511.0,132430478293.0,146394196681.7143,139569478158.64285,17617623393.5159
2025-03-26,138389119304,517383,2,0,0,0,0,5,0.3671232876712328,0,3,148965430634.0,154782436579.0,136682962742.0,117404067018.0,145850101122.7143,140266125381.7143,17445724059.87684
2025-03-27,140338527357,499852,3,0,0,0,0,4,0.3684931506849315,0,3,138389119304.0,157375275183.0,145012506476.0,121640129732.0,143508198654.85715,140387993707.57144,17144522014.592463
2025-03-28,133810035842,501495,4,0,0,0,0,3,0.3698630136986301,0,3,140338527357.0,157447448495.0,122837538223.0,121212596306.0,141074377536.85715,140054138056.2143,16020270590.261599
2025-03-29,147467750437,578556,5,1,0,0,0,2,0.3712328767123287,0,3,133810035842.0,160544192696.0,165042709202.0,149653844100.0,137697604300.7143,140837887886.14285,14403526442.92449
2025-03-30,111956507755,502225,6,1,0,0,0,1,0.3726027397260274,0,3,147467750437.0,123171880270.0,110598777208.0,115713659514.0,135829541120.85715,139582533688.64285,11502398140.281876
2025-03-31,193175982009,674182,0,0,0,1,1,0,0.373972602739726,0,3,111956507755.0,118664044002.0,109826454087.0,101526374609.0,134227345047.28572,139679514442.0,14056831648.289936
2025-04-01,171835085849,632422,1,0,0,0,0,14,0.3753424657534246,0,4,193175982009.0,148965430634.0,152774099547.0,142327875670.0,144871907619.7143,145633052150.7143,24580295528.598896
2025-04-02,152924221871,557044,2,0,0,0,0,13,0.3767123287671233,0,4,171835085849.0,138389119304.0,154782436579.0,147149060165.0,148139001221.85715,146994551172.2857,26647965259.90666
2025-04-03,129389018278,467984,3,0,0,0,0,12,0.3780821917808219,0,4,152924221871.0,140338527357.0,157375275183.0,130995891716.0,150215444445.7143,146861821550.2857,26325973039.866478
2025-04-04,124715506509,485182,4,0,0,0,0,11,0.3794520547945205,0,4,129389018278.0,133810035842.0,157447448495.0,133038307950.0,148651228863.0,144862803199.92856,27317272563.929634
2025-04-05,191072320582,626132,5,1,0,0,0,10,0.3808219178082191,0,4,124715506509.0,147467750437.0,160544192696.0,157116046529.0,147352010386.85715,142524807343.7857,28337967157.6611
2025-04-06,117497392165,478335,6,1,0,0,0,9,0.3821917808219178,0,4,191072320582.0,111956507755.0,123171880270.0,89885262302.0,153581234693.2857,144705387907.07144,32807701777.056805
2025-04-07,120679128362,531210,0,0,0,0,0,8,0.3835616438356164,0,4,117497392165.0,193175982009.0,118664044002.0,156898870513.0,154372789609.0,144300067328.14285,31683622635.837456
2025-04-08,142682831319,447111,1,0,0,0,0,7,0.384931506849315,0,4,120679128362.0,171835085849.0,148965430634.0,139212369511.0,144016096230.85715,144444001925.2857,28582800899.827282
2025-04-09,139995734718,563817,2,0,0,0,0,6,0.3863013698630137,0,4,142682831319.0,152924221871.0,138389119304.0,136682962742.0,139851488440.85715,143995244831.35715,25846768815.831223
2025-04-10,108001823662,525810,3,0,0,0,0,5,0.3876712328767123,0,4,139995734718.0,129389018278.0,140338527357.0,145012506476.0,138004561704.7143,144110003075.2143,25211040003.625042
2025-04-11,115020055549,487845,4,0,0,0,0,4,0.3890410958904109,0,4,108001823662.0,124715506509.0,133810035842.0,122837538223.0,134949248188.14285,141800238525.57144,27610901666.783176
2025-04-12,133850426106,544374,5,1,0,0,0,3,0.3904109589041096,0,4,115020055549.0,191072320582.0,147467750437.0,165042709202.0,133564183765.28572,140458097076.07144,28440539643.910324
2025-04-13,113878051921,480906,6,1,0,0,0,2,0.3917808219178082,0,4,133850426106.0,117497392165.0,111956507755.0,110598777208.0,125389627411.57143,139485431052.42856,13405958282.969698
2025-04-14,132866777416,514316,0,0,0,0,0,1,0.3931506849315068,0,4,113878051921.0,120679128362.0,193175982009.0,109826454087.0,124872578805.28572,139622684207.14285,13824350033.952229
2025-04-15,143883439604,550324,1,0,0,1,0,0,0.3945205479452054,0,4,132866777416.0,142682831319.0,171835085849.0,152774099547.0,126613671527.28572,135314883879.07143,13974848126.23768
2025-04-16,159109126345,559722,2,0,0,0,0,14,0.3958904109589041,0,4,143883439604.0,139995734718.0,152924221871.0,154782436579.0,126785186996.57143,133318337718.71428,14210321079.101131
2025-04-17,106081823964,397045,3,0,1,0,0,13,0.3972602739726027,0,4,159109126345.0,108001823662.0,129389018278.0,157375275183.0,129515671514.71428,133760116609.71428,18392611809.278645
2025-04-18,123835572496,441889,4,0,1,0,0,12,0.3986301369863013,0,4,106081823964.0,115020055549.0,124715506509.0,157447448495.0,129241385843.57143,132095317015.85715,18777211135.644882
2025-04-19,190569110308,647193,5,1,0,0,0,11,0.4,0,4,123835572496.0,133850426106.0,191072320582.0,160544192696.0,130500745407.42857,132032464586.35715,17941463268.17415
2025-04-20,91922043908,363154,6,1,0,0,0,10,0.4013698630136986,0,4,190569110308.0,113878051921.0,117497392165.0,123171880270.0,138603414579.14285,131996520995.35715,29065420440.566856
2025-04-21,100656953307,503637,0,0,0,0,0,9,0.4027397260273972,0,4,91922043908.0,132866777416.0,120679128362.0,118664044002.0,135466842005.85715,130169710405.57143,33085072638.39959
2025-04-22,142099764370,544530,1,0,0,0,0,8,0.4041095890410959,0,4,100656953307.0,143883439604.0,142682831319.0,148965430634.0,130865438561.71428,128739555044.5,35647556738.84273
2025-04-23,105645377410,539910,2,0,0,0,0,7,0.4054794520547945,0,4,142099764370.0,159109126345.0,139995734718.0,138389119304.0,130610627814.0,128697907405.28572,35545222450.431076
2025-04-24,127412861477,493420,3,0,0,0,0,6,0.4068493150684931,0,4,105645377410.0,106081823964.0,108001823662.0,140338527357.0,122972949394.71428,126244310454.71428,34116314333.130592
2025-04-25,124639376313,461158,4,0,0,0,0,5,0.4082191780821917,0,4,127412861477.0,123835572496.0,115020055549.0,133810035842.0,126020240468.0,127630813155.78572,33298994586.540813
2025-04-26,187123469065,591489,5,1,0,0,0,4,0.4095890410958904,0,4,124639376313.0,190569110308.0,133850426106.0,147467750437.0,126135069584.71428,128317907496.07143,33291590415.677074
2025-04-27,147946428667,548543,6,1,0,0,0,3,0.410958904109589,0,4,187123469065.0,91922043908.0,113878051921.0,111956507755.0,125642835121.42857,132123124850.28572,32187272739.133396
2025-04-28,122391275995,445912,0,0,0,0,0,2,0.4123287671232877,0,4,147946428667.0,100656953307.0,132866777416.0,193175982009.0,133646318658.42857,134556580332.14285,29234943253.45772
2025-04-29,149198465503,580742,1,0,0,0,0,1,0.4136986301369863,0,4,122391275995.0,142099764370.0,143883439604.0,171835085849.0,136751221899.57143,133808330230.64285,26137413262.425514
2025-04-30,157070863305,559225,2,0,0,1,1,0,0.4150684931506849,0,4,149198465503.0,105645377410.0,159109126345.0,152924221871.0,137765322061.42856,134187974937.71428,26514506737.199757
2025-05-01,106540310862,441707,3,0,1,0,0,14,0.4164383561643835,0,5,157070863305.0,127412861477.0,106081823964.0,129389018278.0,145111820046.42856,134042384720.57143,23026543577.985546
2025-05-02,144643885173,534127,4,0,0,0,0,13,0.4178082191780822,0,5,106540310862.0,124639376313.0,123835572496.0,124715506509.0,142130027101.42856,134075133784.71428,26750703470.64837
2025-05-03,181718142175,577158,5,1,0,0,0,12,0.4191780821917808,0,5,144643885173.0,187123469065.0,190569110308.0,191072320582.0,144987814081.42856,135561441833.07143,25615193438.944252
2025-05-04,121169052141,549245,6,1,0,0,0,11,0.4205479452054794,0,5,181718142175.0,147946428667.0,91922043908.0,117497392165.0,144215624525.7143,134929229823.57143,24174223370.787426
2025-05-05,165974267677,563922,0,0,0,0,0,10,0.421917808219178,0,5,121169052141.0,122391275995.0,100656953307.0,120679128362.0,140390285022.0,137018301840.21428,25564139911.20131
2025-05-06,190960291268,645130,1,0,0,0,0,9,0.4232876712328767,0,5,165974267677.0,149198465503.0,142099764370.0,142682831319.0,146616426690.85715,141683824295.2143,25756466690.811867
2025-05-07,142547388298,605610,2,0,0,0,0,8,0.4246575342465753,0,5,190960291268.0,157070863305.0,105645377410.0,139995734718.0,152582401800.14285,145173861930.7857,30797550894.364037
2025-05-08,159172069942,552563,3,0,0,0,0,7,0.426027397260274,0,5,142547388298.0,106540310862.0,127412861477.0,108001823662.0,150507619656.2857,147809719851.35715,30933684469.743732
2025-05-09,194010247906,659865,4,0,0,0,0,6,0.4273972602739726,0,5,159172069942.0,144643885173.0,124639376313.0,115020055549.0,158026442382.0,150078234741.7143,24109391666.31438
2025-05-10,177492346910,621853,5,1,0,0,0,5,0.4287671232876712,0,5,194010247906.0,181718142175.0,187123469065.0,133850426106.0,165078779915.2857,155033296998.35715,26630714625.758877
2025-05-11,114273383449,531149,6,1,0,0,0,4,0.4301369863013699,0,5,177492346910.0,121169052141.0,147946428667.0,113878051921.0,164475094877.42856,154345359701.57144,26235621422.725296
2025-05-12,126394501799,524281,0,0,0,0,0,3,0.4315068493150685,0,5,114273383449.0,165974267677.0,122391275995.0,132866777416.0,163489999350.0,151940142186.0,28189396910.558697
2025-05-13,144769805668,564427,1,0,0,0,0,2,0.4328767123287671,0,5,126394501799.0,190960291268.0,149198465503.0,143883439604.0,157835747081.7143,152226086886.2857,31395230416.75789
2025-05-14,146311901843,515928,2,0,0,0,0,1,0.4342465753424657,0,5,144769805668.0,142547388298.0,157070863305.0,159109126345.0,151237106281.7143,151909754040.92856,27936391833.811127
2025-05-15,141080368215,616878,3,0,0,1,0,0,0.4356164383561643,0,5,146311901843.0,159172069942.0,106540310862.0,106081823964.0,151774893931.0,151141256793.64285,27777010468.460983
2025-05-16,158299983934,553564,4,0,0,0,0,15,0.436986301369863,0,5,141080368215.0,194010247906.0,144643885173.0,123835572496.0,149190365112.85715,153608403747.42856,27815673058.7264
2025-05-17,154710034299,643726,5,1,0,0,0,14,0.4383561643835616,0,5,158299983934.0,177492346910.0,181718142175.0,190569110308.0,144088898831.14285,154583839373.2143,20551798624.333485
2025-05-18,113001396992,488401,6,1,0,0,0,13,0.4397260273972603,0,5,154710034299.0,114273383449.0,121169052141.0,91922043908.0,140834282743.85715,152654688810.64285,15583800638.864672
2025-05-19,163271061023,598589,0,0,0,0,0,12,0.4410958904109589,0,5,113001396992.0,126394501799.0,165974267677.0,100656953307.0,140652570392.85715,152071284871.42856,15948281393.23128
2025-05-20,213875029996,602151,1,0,0,0,0,11,0.4424657534246575,1,5,163271061023.0,144769805668.0,190960291268.0,142099764370.0,145920650282.0,151878198681.85715,16533405651.972713
2025-05-21,143367806063,644070,2,0,0,0,0,10,0.4438356164383562,0,5,213875029996.0,146311901843.0,142547388298.0,105645377410.0,155792825186.0,153514965733.85715,30480527752.317646
2025-05-22,174295087388,572526,3,0,0,0,0,9,0.4452054794520548,0,5,143367806063.0,141080368215.0,159172069942.0,127412861477.0,155372240074.57144,153573567002.7857,30652978056.186275
2025-05-23,137081962346,494845,4,0,0,0,0,8,0.4465753424657534,0,5,174295087388.0,158299983934.0,194010247906.0,124639376313.0,160117199956.42856,154653782534.64285,30642683796.495647
2025-05-24,178364144916,600920,5,1,0,0,0,7,0.447945205479452,0,5,137081962346.0,154710034299.0,177492346910.0,187123469065.0,157086054015.2857,150587476423.2143,31876975492.229733
2025-05-25,107660056034,446863,6,1,0,0,0,6,0.4493150684931506,0,5,178364144916.0,113001396992.0,114273383449.0,147946428667.0,160465212674.85715,150649747709.35715,32822832726.50882
